transaction_amount,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,has_failure_reason,currency__INR,currency__USD,currency__AED,payment_method_attempted__UPI,payment_method_attempted__CARD,payment_method_attempted__NET_BANKING,failure_category__TEMPORARY_FAILURE,failure_category__PAYMENT_METHOD_FAILURE,failure_category__CUSTOMER_ACTION_REQUIRED,failure_category__UNKNOWN_FAILURE,candidate_action_type__RETRY,candidate_action_type__ALTERNATE_METHOD,candidate_action_type__CUSTOMER_ACTION,candidate_action_type__ESCALATE,recovery_success
1260,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2510,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1970,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35660,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
920,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1600,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
770,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1950,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
680,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
650,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7840,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2270,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
20550,5,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1510,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
3490,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
630,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
740,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2500,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4200,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
600,3,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2800,4,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2430,4,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
14060,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37560,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
610,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
10350,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
810,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
17840,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3890,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
3980,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
630,4,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1050,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3930,4,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
690,5,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1340,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
12000,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
980,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1480,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3560,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7700,5,4,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
28490,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
40360,3,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2360,5,4,4,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1550,5,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3010,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1660,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1370,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
620,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
35610,3,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1250,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1410,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
28010,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
5330,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1530,4,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
590,5,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
12510,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
19140,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2620,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
760,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
640,4,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5730,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
780,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22640,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4740,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2450,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7250,3,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
1200,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2450,4,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3440,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1120,4,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6470,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2620,4,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7650,4,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
810,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
14690,4,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2260,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
610,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
850,4,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
580,3,2,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5850,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9310,4,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
32350,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
590,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
640,4,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1720,5,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3670,5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3630,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
650,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
2820,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24750,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
13090,4,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
28840,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
6060,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1330,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
930,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
600,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
10840,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
900,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8690,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7110,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1820,4,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
19360,5,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
600,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
990,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
590,5,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2170,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4300,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
17090,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
630,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
690,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
970,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
2790,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
13880,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3300,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3120,4,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
650,5,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
720,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4280,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2220,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2690,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1100,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
620,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
650,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
620,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
870,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
840,5,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2650,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1630,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2180,5,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
600,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
26780,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
20020,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4430,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
920,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36620,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1460,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
610,4,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3290,5,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1100,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
650,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6750,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3700,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
13730,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
850,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1110,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
26310,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
720,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
630,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3120,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3940,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
29110,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1940,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
15500,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3510,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
10080,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
35400,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1000,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
20130,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
840,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2030,5,4,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
930,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7700,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
21450,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
810,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
17820,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
990,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
28300,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
9440,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1320,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
730,4,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
760,5,3,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
37710,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2130,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3210,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1870,4,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4330,5,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
590,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
22720,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2850,5,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
860,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
990,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39730,4,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2930,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1480,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8900,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
25380,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26380,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
3640,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7610,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1990,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1120,4,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
8850,3,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3760,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1270,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7440,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2020,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
4140,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
720,5,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
11800,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
720,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
630,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2990,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9550,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
990,5,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
630,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
630,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1330,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
660,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
23740,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7840,5,3,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
14470,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
40570,4,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1290,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27250,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1440,3,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6930,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
38600,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2390,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1750,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
810,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
29370,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1520,5,4,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
590,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3230,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
15320,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
860,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
750,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9860,4,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
16530,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
32380,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
14960,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
20190,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
870,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8310,5,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2620,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1480,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
2600,3,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1760,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
15510,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
3850,4,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
8650,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1460,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28740,5,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2380,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
660,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6000,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2720,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1100,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
19150,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
17290,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
22810,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
720,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
23900,4,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5030,3,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3350,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8870,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3520,5,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1080,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1960,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3890,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3350,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
610,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8210,4,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1630,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
970,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1070,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1350,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2380,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
680,3,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3430,5,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20120,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
33590,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8380,4,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9480,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
14580,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7550,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
720,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
620,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5850,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3130,4,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
25240,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
13260,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1330,5,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1110,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
9140,4,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7540,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4580,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2450,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1270,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1940,5,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1980,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2840,3,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2340,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
590,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3510,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
850,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
590,5,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
600,5,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1330,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6510,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
820,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23570,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
7070,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
26330,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
700,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
750,4,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
3960,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
4230,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2670,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1060,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2110,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1510,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
980,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
27090,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2910,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
15270,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
830,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
680,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4470,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
770,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1770,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
590,3,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
650,5,4,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23500,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
610,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2050,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2920,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
730,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1920,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
840,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
23570,3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
650,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9060,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1110,4,3,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
750,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
750,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5800,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
