transaction_amount,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,has_failure_reason,currency__INR,currency__USD,currency__AED,payment_method_attempted__UPI,payment_method_attempted__CARD,payment_method_attempted__NET_BANKING,failure_category__TEMPORARY_FAILURE,failure_category__PAYMENT_METHOD_FAILURE,failure_category__CUSTOMER_ACTION_REQUIRED,failure_category__UNKNOWN_FAILURE,candidate_action_type__RETRY,candidate_action_type__ALTERNATE_METHOD,candidate_action_type__CUSTOMER_ACTION,candidate_action_type__ESCALATE
15270,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
15300,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32890,4,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3740,5,4,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
810,4,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4750,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
730,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
16210,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1550,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6850,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
840,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
680,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
29900,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3050,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
780,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9020,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
590,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
11730,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
16680,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
15800,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10310,5,4,4,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8210,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1230,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1640,4,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
790,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
31660,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
590,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
770,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1080,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2360,4,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3000,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6310,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
37520,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
12770,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
800,3,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
600,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4470,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
8000,4,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
3020,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
11800,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7720,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
12060,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
22690,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7100,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
20770,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
13400,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7720,5,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1080,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
880,4,2,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
4180,5,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10000,4,3,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
770,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3250,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1090,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4850,4,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
770,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6760,5,4,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1220,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
720,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5010,3,2,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
8250,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
6180,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
16670,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
24430,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
26270,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1570,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
600,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
36530,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3330,2,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7070,4,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
740,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9330,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5800,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7050,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1890,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2700,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
860,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4600,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5390,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
14140,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2580,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1250,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6250,4,3,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
830,5,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1540,5,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2980,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
600,4,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
21400,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
810,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
820,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3880,5,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1040,5,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
610,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2790,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
19970,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7770,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
7540,5,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
590,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
3250,4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1020,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
13520,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1930,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
850,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10870,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
670,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
600,5,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3360,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
16320,3,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
690,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
660,4,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4460,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
17250,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1380,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
23460,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
26370,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2070,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2530,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1770,4,2,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
37960,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
24660,5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3210,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
17520,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
850,5,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
17810,5,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1920,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6270,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
770,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
10070,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
19490,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1420,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1060,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
31260,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
700,5,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1650,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7050,4,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
580,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
640,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
11360,5,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
3990,5,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
740,4,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
6110,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
790,5,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17950,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
630,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2850,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6320,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2530,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
14650,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10720,3,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
9800,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1120,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
670,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
640,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1590,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
850,3,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2100,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
11060,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
650,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1390,3,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
740,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
830,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
890,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
630,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10650,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1530,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
18350,4,3,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
12360,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
780,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5800,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2300,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9480,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
720,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4480,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
830,4,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
590,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4040,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
13040,4,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
16960,5,4,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
7740,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1240,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
970,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
620,5,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
28220,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
750,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
720,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
670,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1620,3,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
18040,5,4,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
630,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1290,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
590,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
890,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1300,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
21630,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
14910,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
12490,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3020,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
17070,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
610,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
30390,5,4,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
840,5,4,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2480,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
710,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
760,3,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
9500,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
890,4,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
840,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1470,3,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
9250,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1650,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1760,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2230,5,4,2,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1090,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2930,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1730,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
10730,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
750,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
680,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
590,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8790,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
19390,4,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
640,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25180,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
37860,4,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1120,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
13070,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2480,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
880,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7070,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1270,4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
4920,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
810,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1240,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
590,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
14620,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
970,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
39310,5,4,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
640,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
10160,3,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1760,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2230,3,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3920,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
3570,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
650,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
780,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
840,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
18860,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
8200,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
20100,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
17510,3,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
930,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6830,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
780,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5790,5,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1000,5,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4830,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1330,4,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2650,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1260,5,4,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
690,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2860,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
620,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
940,5,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
29820,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
610,5,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
710,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
850,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
930,5,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
650,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
950,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1000,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
670,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
15000,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
730,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
33370,5,3,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1270,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1080,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
830,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6650,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
7750,3,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
17640,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
28970,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
15140,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1550,4,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
11630,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22760,3,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
950,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1720,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
590,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2040,4,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
650,3,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
6120,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
40070,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1080,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3840,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3200,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
980,5,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9020,4,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7790,5,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
10600,5,3,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
12950,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9110,4,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2910,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
640,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
25630,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1420,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
22670,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3630,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
990,4,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
9760,3,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1180,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
920,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2250,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
14040,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
23430,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1650,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
990,4,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
26390,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
14470,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1170,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3250,3,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1740,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1290,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
12710,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
10050,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3520,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
11990,4,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
590,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
31950,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
600,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1350,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
630,4,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2670,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
930,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
19690,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1630,4,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
610,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
730,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2480,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1730,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1300,4,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
900,4,3,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
600,5,4,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5470,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
650,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33300,5,4,4,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1530,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
610,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
630,5,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
720,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2120,5,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
640,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
32560,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
730,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1590,5,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
